CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Nama_Segmen
15024,10,10,1661.33,United Kingdom,5,5,4,554,14,Pelanggan Utama
15025,33,1,377.01,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
15026,80,3,469.0,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
15027,31,4,1066.1499999999999,United Kingdom,4,4,4,444,12,Pelanggan Setia
15028,8,4,627.13,United Kingdom,5,4,3,543,12,Pelanggan Setia
15030,72,2,518.28,United Kingdom,3,3,3,333,9,Perlu Perhatian
15031,4,4,668.14,United Kingdom,5,4,3,543,12,Pelanggan Setia
15032,256,3,4959.1,United Kingdom,1,3,5,135,9,Pelanggan Berisiko
15033,5,10,2586.67,United Kingdom,5,5,5,555,15,Pelanggan Utama
15034,16,8,4308.61,United Kingdom,4,5,5,455,14,Pelanggan Setia
15035,90,1,252.73000000000002,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15036,72,3,465.55,United Kingdom,3,3,2,332,8,Perlu Perhatian
15038,59,6,705.49,United Kingdom,3,5,3,353,11,Pelanggan Setia
15039,10,47,19914.44,United Kingdom,5,5,5,555,15,Pelanggan Utama
15041,170,1,180.35,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15042,199,1,135.93,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15043,31,1,537.0,United Kingdom,4,1,3,413,8,Pelanggan yang Menjanjikan
15044,19,17,7700.2300000000005,United Kingdom,4,5,5,455,14,Pelanggan Setia
15045,152,2,735.66,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15046,9,15,5213.7699999999995,United Kingdom,5,5,5,555,15,Pelanggan Utama
15047,270,1,343.62,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15048,65,4,384.05,United Kingdom,3,4,2,342,9,Pelanggan Setia
15049,274,1,121.17000000000002,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15050,25,3,1782.09,United Kingdom,4,3,4,434,11,Potensi Setia
15051,23,3,1391.61,United Kingdom,4,3,4,434,11,Potensi Setia
15052,319,1,215.78,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15053,5,3,697.79,United Kingdom,5,3,3,533,11,Potensi Setia
15054,12,2,302.1,United Kingdom,5,3,2,532,10,Potensi Setia
15057,275,2,1489.5,United Kingdom,1,3,4,134,8,Pelanggan Berisiko
15058,25,11,2124.9900000000002,United Kingdom,4,5,5,455,14,Pelanggan Setia
15059,41,9,1337.72,United Kingdom,3,5,4,354,12,Pelanggan Setia
15060,8,4,303.09,United Kingdom,5,4,2,542,11,Pelanggan Setia
15061,4,48,54534.14,United Kingdom,5,5,5,555,15,Pelanggan Utama
15062,71,4,987.86,United Kingdom,3,4,4,344,11,Pelanggan Setia
15063,213,1,370.79999999999995,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15065,38,4,3158.13,United Kingdom,3,4,5,345,12,Pelanggan Setia
15066,53,1,893.59,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
15067,78,3,1744.76,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15068,46,2,553.36,United Kingdom,3,3,3,333,9,Perlu Perhatian
15069,179,1,1109.53,United Kingdom,2,1,4,214,7,Pelanggan Tidak Aktif
15070,373,1,106.2,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15071,94,2,982.07,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15073,10,3,1043.41,United Kingdom,5,3,4,534,12,Potensi Setia
15074,105,1,748.87,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15075,78,1,773.03,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15076,173,1,880.85,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15078,7,32,9743.11,United Kingdom,5,5,5,555,15,Pelanggan Utama
15079,213,4,895.61,United Kingdom,1,4,3,143,8,Pelanggan Hilang
15081,22,5,504.8,United Kingdom,4,4,3,443,11,Pelanggan Setia
15083,257,1,88.2,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15087,282,1,306.94,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15088,21,2,1160.07,United Kingdom,4,3,4,434,11,Potensi Setia
15089,10,6,2420.84,United Kingdom,5,5,5,555,15,Pelanggan Utama
15090,308,1,381.32,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15091,68,1,480.71,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15092,215,2,457.81,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
15093,18,6,4597.02,United Kingdom,4,5,5,455,14,Pelanggan Setia
15095,104,4,1370.6,United Kingdom,2,4,4,244,10,Pelanggan Vakum Lama
15096,43,1,219.39000000000001,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15097,4,1,248.08,United Kingdom,5,1,1,511,7,Pelanggan Baru
15098,182,3,39916.5,United Kingdom,1,3,5,135,9,Pelanggan Berisiko
15099,84,1,410.48,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15100,334,3,876.0,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
15101,9,2,317.53,United Kingdom,5,3,2,532,10,Potensi Setia
15103,31,2,703.36,United Kingdom,4,3,3,433,10,Potensi Setia
15104,197,2,1027.44,United Kingdom,1,3,4,134,8,Pelanggan Berisiko
15105,18,7,2298.93,United Kingdom,4,5,5,455,14,Pelanggan Setia
15106,18,5,1422.52,United Kingdom,4,4,4,444,12,Pelanggan Setia
15107,311,6,319.5,United Kingdom,1,5,2,152,8,Pelanggan Hilang
15108,142,4,1300.25,European Community,2,4,4,244,10,Pelanggan Vakum Lama
15109,246,1,484.95,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15110,24,4,996.1,United Kingdom,4,4,4,444,12,Pelanggan Setia
15111,29,3,1567.48,United Kingdom,4,3,4,434,11,Potensi Setia
15113,10,3,3609.33,United Kingdom,5,3,5,535,13,Potensi Setia
15114,30,10,2760.56,United Kingdom,4,5,5,455,14,Pelanggan Setia
15115,18,1,340.11,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
15116,18,4,1352.75,United Kingdom,4,4,4,444,12,Pelanggan Setia
15117,15,5,1551.78,United Kingdom,4,4,4,444,12,Pelanggan Setia
15118,134,1,244.8,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15119,246,1,266.4,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15120,134,1,358.82,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15121,50,2,457.72,United Kingdom,3,3,2,332,8,Perlu Perhatian
15122,114,3,1633.78,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15123,7,2,2199.31,United Kingdom,5,3,5,535,13,Potensi Setia
15124,23,2,184.19,United Kingdom,4,3,1,431,8,Potensi Setia
15125,25,15,11528.48,United Kingdom,4,5,5,455,14,Pelanggan Setia
15127,66,1,406.53,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15128,60,4,1471.0,United Kingdom,3,4,4,344,11,Pelanggan Setia
15129,50,11,3447.4,United Kingdom,3,5,5,355,13,Pelanggan Setia
15130,170,1,330.11,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15132,18,5,977.9300000000001,United Kingdom,4,4,4,444,12,Pelanggan Setia
15133,128,3,982.42,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15134,15,8,1387.99,United Kingdom,4,5,4,454,13,Pelanggan Setia
15135,239,1,139.05,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15136,3,4,1286.7,United Kingdom,5,4,4,544,13,Pelanggan Setia
15139,240,2,178.96,United Kingdom,1,3,1,131,5,Pelanggan Berisiko
15140,52,7,2354.25,United Kingdom,3,5,5,355,13,Pelanggan Setia
15142,46,1,498.74,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
15143,226,1,259.45,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15144,8,17,6580.44,United Kingdom,5,5,5,555,15,Pelanggan Utama
15145,4,4,1194.73,United Kingdom,5,4,4,544,13,Pelanggan Setia
15146,165,2,1327.16,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15147,240,1,623.5,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
15148,11,1,301.29,United Kingdom,5,1,2,512,8,Pelanggan Baru
15149,134,1,520.8000000000001,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15150,17,10,5314.47,United Kingdom,4,5,5,455,14,Pelanggan Setia
15152,10,13,4745.69,United Kingdom,5,5,5,555,15,Pelanggan Utama
15153,31,1,329.25,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
15154,75,1,296.42,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15156,1,3,961.49,United Kingdom,5,3,4,534,12,Potensi Setia
15157,4,3,1936.07,United Kingdom,5,3,4,534,12,Potensi Setia
15158,45,1,401.40000000000003,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15159,2,30,18641.010000000002,United Kingdom,5,5,5,555,15,Pelanggan Utama
15160,357,1,158.16,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15163,18,2,304.47,United Kingdom,4,3,2,432,9,Potensi Setia
15164,69,3,843.05,United Kingdom,3,3,3,333,9,Perlu Perhatian
15165,373,1,487.75,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15167,321,1,163.0,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15168,26,1,106.56,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15171,331,1,1289.5,United Kingdom,1,1,4,114,6,Pelanggan Tidak Aktif
15172,9,5,1624.05,United Kingdom,5,4,4,544,13,Pelanggan Setia
15174,323,1,135.75,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15175,72,1,224.14,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15178,260,1,40.5,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15179,18,5,2206.95,United Kingdom,4,4,5,445,13,Pelanggan Setia
15180,367,1,87.5,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15181,66,3,689.4799999999999,United Kingdom,3,3,3,333,9,Perlu Perhatian
15182,154,2,622.85,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15184,29,2,406.76,United Kingdom,4,3,2,432,9,Potensi Setia
15185,70,1,310.62,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15186,14,2,411.41,United Kingdom,4,3,2,432,9,Potensi Setia
15187,2,16,4777.18,United Kingdom,5,5,5,555,15,Pelanggan Utama
15189,1,41,16225.39,United Kingdom,5,5,5,555,15,Pelanggan Utama
15192,120,3,1044.32,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15193,61,1,499.32,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
15194,3,15,7616.53,United Kingdom,5,5,5,555,15,Pelanggan Utama
15195,3,1,3861.0,United Kingdom,5,1,5,515,11,Pelanggan Baru
15197,11,3,1079.6100000000001,United Kingdom,5,3,4,534,12,Potensi Setia
15198,92,2,193.64,United Kingdom,2,3,1,231,6,Pelanggan Vakum Lama
15199,59,4,1268.7,United Kingdom,3,4,4,344,11,Pelanggan Setia
15201,87,5,1236.54,United Kingdom,2,4,4,244,10,Pelanggan Vakum Lama
15203,26,6,1827.8,United Kingdom,4,5,4,454,13,Pelanggan Setia
15204,357,1,316.58,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15205,85,2,653.24,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15206,10,4,420.29999999999995,United Kingdom,5,4,2,542,11,Pelanggan Setia
15208,1,5,870.12,United Kingdom,5,4,3,543,12,Pelanggan Setia
15210,225,1,331.18,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15211,60,2,894.4100000000001,United Kingdom,3,3,3,333,9,Perlu Perhatian
15212,241,1,101.8,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15213,319,2,328.35,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
15214,2,8,1661.44,United Kingdom,5,5,4,554,14,Pelanggan Utama
15215,47,3,734.94,United Kingdom,3,3,3,333,9,Perlu Perhatian
15216,88,1,96.6,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15218,11,11,5756.89,United Kingdom,5,5,5,555,15,Pelanggan Utama
15219,176,1,305.75,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15220,52,6,1778.96,United Kingdom,3,5,4,354,12,Pelanggan Setia
15221,366,1,403.25,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15222,319,1,585.0,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
15223,226,2,755.75,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
15224,358,2,322.08,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
15225,234,1,409.40000000000003,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15226,311,1,154.41,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15227,37,5,1219.4,United Kingdom,3,4,4,344,11,Pelanggan Setia
15228,66,4,3386.71,United Kingdom,3,4,5,345,12,Pelanggan Setia
15230,239,2,429.6,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
15232,113,2,612.06,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15234,277,1,197.0,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15235,218,12,2247.51,United Kingdom,1,5,5,155,11,Pelanggan Hilang
15236,299,1,321.05,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15237,2,4,1412.32,United Kingdom,5,4,4,544,13,Pelanggan Setia
15238,29,3,1071.99,United Kingdom,4,3,4,434,11,Potensi Setia
15239,10,2,780.59,United Kingdom,5,3,3,533,11,Potensi Setia
15240,45,5,1706.57,United Kingdom,3,4,4,344,11,Pelanggan Setia
15241,67,8,1756.44,United Kingdom,3,5,4,354,12,Pelanggan Setia
15243,74,1,316.68,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15244,65,2,631.57,United Kingdom,3,3,3,333,9,Perlu Perhatian
15245,134,3,2515.84,United Kingdom,2,3,5,235,10,Pelanggan Vakum Lama
15246,238,2,514.15,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
15247,122,1,356.0,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15249,32,13,6688.46,United Kingdom,4,5,5,455,14,Pelanggan Setia
15251,9,11,10484.99,United Kingdom,5,5,5,555,15,Pelanggan Utama
15252,36,2,740.78,United Kingdom,3,3,3,333,9,Perlu Perhatian
15253,16,5,918.1999999999999,United Kingdom,4,4,3,443,11,Pelanggan Setia
15254,127,1,300.36,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15255,67,1,890.85,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
15256,149,1,98.45,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15257,283,1,317.15,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15258,169,2,623.16,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15260,100,7,1810.77,United Kingdom,2,5,4,254,11,Pelanggan Vakum Lama
15261,135,1,254.82,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15262,324,1,178.95000000000002,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15263,107,1,156.51,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15264,64,1,393.74,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15265,151,2,1506.1200000000001,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
15266,338,1,119.3,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15267,22,5,1717.36,United Kingdom,4,4,4,444,12,Pelanggan Setia
15269,24,1,408.8,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
15270,16,7,2379.49,United Kingdom,4,5,5,455,14,Pelanggan Setia
15271,7,15,2507.07,United Kingdom,5,5,5,555,15,Pelanggan Utama
15272,57,2,721.94,United Kingdom,3,3,3,333,9,Perlu Perhatian
15274,4,2,716.57,United Kingdom,5,3,3,533,11,Potensi Setia
15275,38,1,615.14,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
15276,66,1,135.31,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15277,47,1,255.89999999999998,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15279,355,1,290.51,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15280,172,1,113.12,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15281,59,9,2332.15,United Kingdom,3,5,5,355,13,Pelanggan Setia
15286,50,1,240.55,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15287,22,2,486.69,United Kingdom,4,3,2,432,9,Potensi Setia
15288,43,5,2306.52,United Kingdom,3,4,5,345,12,Pelanggan Setia
15289,29,3,939.78,United Kingdom,4,3,3,433,10,Potensi Setia
15290,5,18,7943.22,United Kingdom,5,5,5,555,15,Pelanggan Utama
15291,26,15,4668.3,United Kingdom,4,5,5,455,14,Pelanggan Setia
15292,201,1,180.94,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15296,51,6,3672.86,United Kingdom,3,5,5,355,13,Pelanggan Setia
15297,10,3,641.94,United Kingdom,5,3,3,533,11,Potensi Setia
15298,2,12,4799.9,United Kingdom,5,5,5,555,15,Pelanggan Utama
15299,67,7,4507.01,United Kingdom,3,5,5,355,13,Pelanggan Setia
15300,64,1,496.44,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
15301,51,12,5070.35,United Kingdom,3,5,5,355,13,Pelanggan Setia
15303,290,1,574.02,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
15304,61,8,694.4000000000001,United Kingdom,3,5,3,353,11,Pelanggan Setia
15306,64,3,1174.35,United Kingdom,3,3,4,334,10,Perlu Perhatian
15307,96,1,205.3,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15308,274,1,310.47,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15311,1,91,60767.9,United Kingdom,5,5,5,555,15,Pelanggan Utama
15312,75,4,924.85,United Kingdom,2,4,3,243,9,Pelanggan Vakum Lama
15313,110,1,52.0,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15314,199,1,327.97,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15315,64,2,570.5,United Kingdom,3,3,3,333,9,Perlu Perhatian
15316,327,1,165.0,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15318,4,1,312.62,United Kingdom,5,1,2,512,8,Pelanggan Baru
15319,284,1,204.5,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15320,44,1,267.13,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15321,71,3,2748.31,United Kingdom,3,3,5,335,11,Perlu Perhatian
15322,86,1,679.68,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15325,104,1,162.29,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15326,334,1,311.71,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15327,53,1,208.75,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15329,39,3,1049.7,United Kingdom,3,3,4,334,10,Perlu Perhatian
15330,32,2,714.96,United Kingdom,4,3,3,433,10,Potensi Setia
15332,366,4,1661.06,Lithuania,1,4,4,144,9,Pelanggan Hilang
15333,208,1,1028.56,United Kingdom,1,1,4,114,6,Pelanggan Tidak Aktif
15334,157,3,351.67,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
15335,54,1,173.97,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15339,66,2,574.07,United Kingdom,3,3,3,333,9,Perlu Perhatian
15341,81,1,2020.52,United Kingdom,2,1,4,214,7,Pelanggan Tidak Aktif
15342,130,1,406.09,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15343,87,1,364.5,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15344,1,3,563.94,United Kingdom,5,3,3,533,11,Potensi Setia
15345,46,1,393.54,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15346,333,1,252.42000000000002,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15347,366,1,201.60000000000002,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15348,72,1,158.04,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15349,158,2,473.81,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
15350,373,1,115.65,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15351,12,7,1960.1100000000001,United Kingdom,5,5,4,554,14,Pelanggan Utama
15353,255,2,777.02,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
15355,29,2,277.05,United Kingdom,4,3,2,432,9,Potensi Setia
15356,31,10,2766.5,United Kingdom,4,5,5,455,14,Pelanggan Setia
15358,5,22,8347.2,United Kingdom,5,5,5,555,15,Pelanggan Utama
15360,40,1,427.93,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15361,362,1,418.92,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15363,373,1,326.0,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15364,96,2,913.19,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15365,26,7,2314.32,United Kingdom,4,5,5,455,14,Pelanggan Setia
15366,75,2,602.51,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15367,57,4,1877.59,United Kingdom,3,4,4,344,11,Pelanggan Setia
15368,21,1,446.94000000000005,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
15370,41,7,2386.05,United Kingdom,3,5,5,355,13,Pelanggan Setia
15372,137,1,2007.3999999999999,United Kingdom,2,1,4,214,7,Pelanggan Tidak Aktif
15373,8,12,2415.91,United Kingdom,5,5,5,555,15,Pelanggan Utama
15374,129,1,168.0,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15376,40,3,1233.3600000000001,United Kingdom,3,3,4,334,10,Perlu Perhatian
15379,169,7,3703.29,United Kingdom,2,5,5,255,12,Pelanggan Vakum Lama
15380,9,5,1690.2600000000002,United Kingdom,5,4,4,544,13,Pelanggan Setia
15381,214,2,596.85,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
15382,15,6,5955.71,United Kingdom,4,5,5,455,14,Pelanggan Setia
15384,170,2,642.41,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15385,40,1,316.88,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
15386,186,1,394.14,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15388,270,1,140.54,Canada,1,1,1,111,3,Pelanggan Tidak Aktif
15389,172,1,500.0,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15392,5,4,1535.53,United Kingdom,5,4,4,544,13,Pelanggan Setia
15393,16,2,231.86,United Kingdom,4,3,1,431,8,Potensi Setia
15394,10,4,2183.54,United Kingdom,5,4,5,545,14,Pelanggan Setia
15395,326,1,107.45,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15396,113,1,288.18,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
15397,290,1,94.0,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15398,16,2,1345.53,United Kingdom,4,3,4,434,11,Potensi Setia
15399,1,3,815.77,United Kingdom,5,3,3,533,11,Potensi Setia
15400,92,5,716.2,United Kingdom,2,4,3,243,9,Pelanggan Vakum Lama
15402,149,2,626.77,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
15405,189,1,349.1,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15406,31,2,510.71000000000004,United Kingdom,4,3,3,433,10,Potensi Setia
15407,34,4,1056.44,United Kingdom,3,4,4,344,11,Pelanggan Setia
15408,264,1,267.18,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
15410,84,8,3450.84,United Kingdom,2,5,5,255,12,Pelanggan Vakum Lama
15411,26,4,1358.88,United Kingdom,4,4,4,444,12,Pelanggan Setia
15412,171,1,190.53,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15414,10,3,774.9000000000001,United Kingdom,5,3,3,533,11,Potensi Setia
15415,313,1,572.8100000000001,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
15416,65,4,3984.32,United Kingdom,3,4,5,345,12,Pelanggan Setia
15417,85,1,508.8,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
15419,25,1,135.86,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15421,59,4,950.36,United Kingdom,3,4,4,344,11,Pelanggan Setia
15422,323,2,97.7,United Kingdom,1,3,1,131,5,Pelanggan Berisiko
15423,38,1,43.5,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
15424,254,2,383.34,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
15426,19,5,1447.39,United Kingdom,4,4,4,444,12,Pelanggan Setia
15427,33,3,1483.14,United Kingdom,4,3,4,434,11,Potensi Setia
15428,15,1,93.78,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15429,27,2,397.35,United Kingdom,4,3,2,432,9,Potensi Setia
15432,23,1,171.19,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15433,214,2,533.3,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
15434,8,5,1041.48,United Kingdom,5,4,4,544,13,Pelanggan Setia
15435,22,1,149.29,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15436,12,3,1122.53,United Kingdom,5,3,4,534,12,Potensi Setia
15437,262,1,200.16,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15438,131,1,156.57999999999998,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
15440,55,3,383.68,United Kingdom,3,3,2,332,8,Perlu Perhatian
15442,249,1,594.0,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
15443,2,7,3236.91,United Kingdom,5,5,5,555,15,Pelanggan Utama
15444,9,2,1418.26,United Kingdom,5,3,4,534,12,Potensi Setia
15445,264,1,113.5,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15447,331,1,155.17,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15448,313,1,494.64,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
15449,26,3,974.52,United Kingdom,4,3,4,434,11,Potensi Setia
15450,30,1,429.84,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
15452,30,3,538.73,United Kingdom,4,3,3,433,10,Potensi Setia
15453,2,7,1388.37,United Kingdom,5,5,4,554,14,Pelanggan Utama
15454,362,1,179.1,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15456,283,3,447.22,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
15457,262,1,237.07,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15458,25,1,161.64,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15460,354,1,216.76,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
15462,94,3,234.6,United Kingdom,2,3,1,231,6,Pelanggan Vakum Lama
15463,29,1,126.14,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
15464,338,1,1048.85,United Kingdom,1,1,4,114,6,Pelanggan Tidak Aktif
